year,id,references,title,abstract,authors,journal-ref,group_name,group_name_uq
2016,1409.1556,12,Very Deep Convolutional Networks for Large-Scale Image Recognition,"  In this work we investigate the effect of the convolutional network depth on
its accuracy in the large-scale image recognition setting. Our main
contribution is a thorough evaluation of networks of increasing depth using an
architecture with very small (3x3) convolution filters, which shows that a
significant improvement on the prior-art configurations can be achieved by
pushing the depth to 16-19 weight layers. These findings were the basis of our
ImageNet Challenge 2014 submission, where our team secured the first and the
second places in the localisation and classification tracks respectively. We
also show that our representations generalise well to other datasets, where
they achieve state-of-the-art results. We have made our two best-performing
ConvNet models publicly available to facilitate further research on the use of
deep visual representations in computer vision.
","Karen Simonyan, Andrew Zisserman",,Quantitative Biology,"Computer Science,Quantitative Biology"
2017,1409.1556,21,Very Deep Convolutional Networks for Large-Scale Image Recognition,"  In this work we investigate the effect of the convolutional network depth on
its accuracy in the large-scale image recognition setting. Our main
contribution is a thorough evaluation of networks of increasing depth using an
architecture with very small (3x3) convolution filters, which shows that a
significant improvement on the prior-art configurations can be achieved by
pushing the depth to 16-19 weight layers. These findings were the basis of our
ImageNet Challenge 2014 submission, where our team secured the first and the
second places in the localisation and classification tracks respectively. We
also show that our representations generalise well to other datasets, where
they achieve state-of-the-art results. We have made our two best-performing
ConvNet models publicly available to facilitate further research on the use of
deep visual representations in computer vision.
","Karen Simonyan, Andrew Zisserman",,Quantitative Biology,"Computer Science,Quantitative Biology,Statistics,Electrical Engineering and Systems Science"
2018,1409.1556,29,Very Deep Convolutional Networks for Large-Scale Image Recognition,"  In this work we investigate the effect of the convolutional network depth on
its accuracy in the large-scale image recognition setting. Our main
contribution is a thorough evaluation of networks of increasing depth using an
architecture with very small (3x3) convolution filters, which shows that a
significant improvement on the prior-art configurations can be achieved by
pushing the depth to 16-19 weight layers. These findings were the basis of our
ImageNet Challenge 2014 submission, where our team secured the first and the
second places in the localisation and classification tracks respectively. We
also show that our representations generalise well to other datasets, where
they achieve state-of-the-art results. We have made our two best-performing
ConvNet models publicly available to facilitate further research on the use of
deep visual representations in computer vision.
","Karen Simonyan, Andrew Zisserman",,Quantitative Biology,"Computer Science,Quantitative Biology,Statistics,Electrical Engineering and Systems Science"
2019,1409.1556,33,Very Deep Convolutional Networks for Large-Scale Image Recognition,"  In this work we investigate the effect of the convolutional network depth on
its accuracy in the large-scale image recognition setting. Our main
contribution is a thorough evaluation of networks of increasing depth using an
architecture with very small (3x3) convolution filters, which shows that a
significant improvement on the prior-art configurations can be achieved by
pushing the depth to 16-19 weight layers. These findings were the basis of our
ImageNet Challenge 2014 submission, where our team secured the first and the
second places in the localisation and classification tracks respectively. We
also show that our representations generalise well to other datasets, where
they achieve state-of-the-art results. We have made our two best-performing
ConvNet models publicly available to facilitate further research on the use of
deep visual representations in computer vision.
","Karen Simonyan, Andrew Zisserman",,Quantitative Biology,"Computer Science,Quantitative Biology,Statistics,Electrical Engineering and Systems Science"
2017,1603.04467,17,"TensorFlow: Large-Scale Machine Learning on Heterogeneous Distributed
  Systems","  TensorFlow is an interface for expressing machine learning algorithms, and an
implementation for executing such algorithms. A computation expressed using
TensorFlow can be executed with little or no change on a wide variety of
heterogeneous systems, ranging from mobile devices such as phones and tablets
up to large-scale distributed systems of hundreds of machines and thousands of
computational devices such as GPU cards. The system is flexible and can be used
to express a wide variety of algorithms, including training and inference
algorithms for deep neural network models, and it has been used for conducting
research and for deploying machine learning systems into production across more
than a dozen areas of computer science and other fields, including speech
recognition, computer vision, robotics, information retrieval, natural language
processing, geographic information extraction, and computational drug
discovery. This paper describes the TensorFlow interface and an implementation
of that interface that we have built at Google. The TensorFlow API and a
reference implementation were released as an open-source package under the
Apache 2.0 license in November, 2015 and are available at www.tensorflow.org.
","Mart\'in Abadi, Ashish Agarwal, Paul Barham, Eugene Brevdo, Zhifeng
  Chen, Craig Citro, Greg S. Corrado, Andy Davis, Jeffrey Dean, Matthieu Devin,
  Sanjay Ghemawat, Ian Goodfellow, Andrew Harp, Geoffrey Irving, Michael Isard,
  Yangqing Jia, Rafal Jozefowicz, Lukasz Kaiser, Manjunath Kudlur, Josh
  Levenberg, Dan Mane, Rajat Monga, Sherry Moore, Derek Murray, Chris Olah,
  Mike Schuster, Jonathon Shlens, Benoit Steiner, Ilya Sutskever, Kunal Talwar,
  Paul Tucker, Vincent Vanhoucke, Vijay Vasudevan, Fernanda Viegas, Oriol
  Vinyals, Pete Warden, Martin Wattenberg, Martin Wicke, Yuan Yu, and Xiaoqiang
  Zheng",,Quantitative Biology,Quantitative Biology
2018,1312.6114,14,Auto-Encoding Variational Bayes,"  How can we perform efficient inference and learning in directed probabilistic
models, in the presence of continuous latent variables with intractable
posterior distributions, and large datasets? We introduce a stochastic
variational inference and learning algorithm that scales to large datasets and,
under some mild differentiability conditions, even works in the intractable
case. Our contributions is two-fold. First, we show that a reparameterization
of the variational lower bound yields a lower bound estimator that can be
straightforwardly optimized using standard stochastic gradient methods. Second,
we show that for i.i.d. datasets with continuous latent variables per
datapoint, posterior inference can be made especially efficient by fitting an
approximate inference model (also called a recognition model) to the
intractable posterior using the proposed lower bound estimator. Theoretical
advantages are reflected in experimental results.
","Diederik P Kingma, Max Welling",,Quantitative Biology,"Quantitative Biology,Statistics"
2019,1312.6114,28,Auto-Encoding Variational Bayes,"  How can we perform efficient inference and learning in directed probabilistic
models, in the presence of continuous latent variables with intractable
posterior distributions, and large datasets? We introduce a stochastic
variational inference and learning algorithm that scales to large datasets and,
under some mild differentiability conditions, even works in the intractable
case. Our contributions is two-fold. First, we show that a reparameterization
of the variational lower bound yields a lower bound estimator that can be
straightforwardly optimized using standard stochastic gradient methods. Second,
we show that for i.i.d. datasets with continuous latent variables per
datapoint, posterior inference can be made especially efficient by fitting an
approximate inference model (also called a recognition model) to the
intractable posterior using the proposed lower bound estimator. Theoretical
advantages are reflected in experimental results.
","Diederik P Kingma, Max Welling",,Quantitative Biology,"Quantitative Biology,Statistics"
2011,0904.3523,11,Structured Variable Selection with Sparsity-Inducing Norms,"  We consider the empirical risk minimization problem for linear supervised
learning, with regularization by structured sparsity-inducing norms. These are
defined as sums of Euclidean norms on certain subsets of variables, extending
the usual $\ell_1$-norm and the group $\ell_1$-norm by allowing the subsets to
overlap. This leads to a specific set of allowed nonzero patterns for the
solutions of such problems. We first explore the relationship between the
groups defining the norm and the resulting nonzero patterns, providing both
forward and backward algorithms to go back and forth from groups to patterns.
This allows the design of norms adapted to specific prior knowledge expressed
in terms of nonzero patterns. We also present an efficient active set
algorithm, and analyze the consistency of variable selection for least-squares
linear regression in low and high-dimensional settings.
","Rodolphe Jenatton (INRIA Rocquencourt), Jean-Yves Audibert (INRIA
  Rocquencourt), Francis Bach (INRIA Rocquencourt)",Journal of Machine Learning Research 12 (2011) 2777-2824,Statistics,Statistics
2013,1011.3027,27,Introduction to the non-asymptotic analysis of random matrices,"  This is a tutorial on some basic non-asymptotic methods and concepts in
random matrix theory. The reader will learn several tools for the analysis of
the extreme singular values of random matrices with independent rows or
columns. Many of these methods sprung off from the development of geometric
functional analysis since the 1970's. They have applications in several fields,
most notably in theoretical computer science, statistics and signal processing.
A few basic applications are covered in this text, particularly for the problem
of estimating covariance matrices in statistics and for validating
probabilistic constructions of measurement matrices in compressed sensing.
These notes are written particularly for graduate students and beginning
researchers in different areas, including functional analysts, probabilists,
theoretical statisticians, electrical engineers, and theoretical computer
scientists.
",Roman Vershynin,"Chapter 5 of: Compressed Sensing, Theory and Applications. Edited
  by Y. Eldar and G. Kutyniok. Cambridge University Press, 2012",Statistics,"Computer Science,Statistics"
2014,1011.3027,20,Introduction to the non-asymptotic analysis of random matrices,"  This is a tutorial on some basic non-asymptotic methods and concepts in
random matrix theory. The reader will learn several tools for the analysis of
the extreme singular values of random matrices with independent rows or
columns. Many of these methods sprung off from the development of geometric
functional analysis since the 1970's. They have applications in several fields,
most notably in theoretical computer science, statistics and signal processing.
A few basic applications are covered in this text, particularly for the problem
of estimating covariance matrices in statistics and for validating
probabilistic constructions of measurement matrices in compressed sensing.
These notes are written particularly for graduate students and beginning
researchers in different areas, including functional analysts, probabilists,
theoretical statisticians, electrical engineers, and theoretical computer
scientists.
",Roman Vershynin,"Chapter 5 of: Compressed Sensing, Theory and Applications. Edited
  by Y. Eldar and G. Kutyniok. Cambridge University Press, 2012",Statistics,Statistics
2015,1011.3027,47,Introduction to the non-asymptotic analysis of random matrices,"  This is a tutorial on some basic non-asymptotic methods and concepts in
random matrix theory. The reader will learn several tools for the analysis of
the extreme singular values of random matrices with independent rows or
columns. Many of these methods sprung off from the development of geometric
functional analysis since the 1970's. They have applications in several fields,
most notably in theoretical computer science, statistics and signal processing.
A few basic applications are covered in this text, particularly for the problem
of estimating covariance matrices in statistics and for validating
probabilistic constructions of measurement matrices in compressed sensing.
These notes are written particularly for graduate students and beginning
researchers in different areas, including functional analysts, probabilists,
theoretical statisticians, electrical engineers, and theoretical computer
scientists.
",Roman Vershynin,"Chapter 5 of: Compressed Sensing, Theory and Applications. Edited
  by Y. Eldar and G. Kutyniok. Cambridge University Press, 2012",Statistics,"Mathematics,Statistics"
2013,1207.0580,27,"Improving neural networks by preventing co-adaptation of feature
  detectors","  When a large feedforward neural network is trained on a small training set,
it typically performs poorly on held-out test data. This ""overfitting"" is
greatly reduced by randomly omitting half of the feature detectors on each
training case. This prevents complex co-adaptations in which a feature detector
is only helpful in the context of several other specific feature detectors.
Instead, each neuron learns to detect a feature that is generally helpful for
producing the correct answer given the combinatorially large variety of
internal contexts in which it must operate. Random ""dropout"" gives big
improvements on many benchmark tasks and sets new records for speech and object
recognition.
","Geoffrey E. Hinton, Nitish Srivastava, Alex Krizhevsky, Ilya
  Sutskever, Ruslan R. Salakhutdinov",,Statistics,"Computer Science,Statistics"
2014,1207.0580,33,"Improving neural networks by preventing co-adaptation of feature
  detectors","  When a large feedforward neural network is trained on a small training set,
it typically performs poorly on held-out test data. This ""overfitting"" is
greatly reduced by randomly omitting half of the feature detectors on each
training case. This prevents complex co-adaptations in which a feature detector
is only helpful in the context of several other specific feature detectors.
Instead, each neuron learns to detect a feature that is generally helpful for
producing the correct answer given the combinatorially large variety of
internal contexts in which it must operate. Random ""dropout"" gives big
improvements on many benchmark tasks and sets new records for speech and object
recognition.
","Geoffrey E. Hinton, Nitish Srivastava, Alex Krizhevsky, Ilya
  Sutskever, Ruslan R. Salakhutdinov",,Statistics,"Computer Science,Statistics"
2015,1207.0580,37,"Improving neural networks by preventing co-adaptation of feature
  detectors","  When a large feedforward neural network is trained on a small training set,
it typically performs poorly on held-out test data. This ""overfitting"" is
greatly reduced by randomly omitting half of the feature detectors on each
training case. This prevents complex co-adaptations in which a feature detector
is only helpful in the context of several other specific feature detectors.
Instead, each neuron learns to detect a feature that is generally helpful for
producing the correct answer given the combinatorially large variety of
internal contexts in which it must operate. Random ""dropout"" gives big
improvements on many benchmark tasks and sets new records for speech and object
recognition.
","Geoffrey E. Hinton, Nitish Srivastava, Alex Krizhevsky, Ilya
  Sutskever, Ruslan R. Salakhutdinov",,Statistics,Statistics
2013,1210.7559,15,Tensor decompositions for learning latent variable models,"  This work considers a computationally and statistically efficient parameter
estimation method for a wide class of latent variable models---including
Gaussian mixture models, hidden Markov models, and latent Dirichlet
allocation---which exploits a certain tensor structure in their low-order
observable moments (typically, of second- and third-order). Specifically,
parameter estimation is reduced to the problem of extracting a certain
(orthogonal) decomposition of a symmetric tensor derived from the moments; this
decomposition can be viewed as a natural generalization of the singular value
decomposition for matrices. Although tensor decompositions are generally
intractable to compute, the decomposition of these specially structured tensors
can be efficiently obtained by a variety of approaches, including power
iterations and maximization approaches (similar to the case of matrices). A
detailed analysis of a robust tensor power method is provided, establishing an
analogue of Wedin's perturbation theorem for the singular vectors of matrices.
This implies a robust and computationally tractable estimation approach for
several popular latent variable models.
","Anima Anandkumar and Rong Ge and Daniel Hsu and Sham M. Kakade and
  Matus Telgarsky","Journal of Machine Learning Research, 15(Aug):2773-2832, 2014",Statistics,Statistics
2014,1210.7559,15,Tensor decompositions for learning latent variable models,"  This work considers a computationally and statistically efficient parameter
estimation method for a wide class of latent variable models---including
Gaussian mixture models, hidden Markov models, and latent Dirichlet
allocation---which exploits a certain tensor structure in their low-order
observable moments (typically, of second- and third-order). Specifically,
parameter estimation is reduced to the problem of extracting a certain
(orthogonal) decomposition of a symmetric tensor derived from the moments; this
decomposition can be viewed as a natural generalization of the singular value
decomposition for matrices. Although tensor decompositions are generally
intractable to compute, the decomposition of these specially structured tensors
can be efficiently obtained by a variety of approaches, including power
iterations and maximization approaches (similar to the case of matrices). A
detailed analysis of a robust tensor power method is provided, establishing an
analogue of Wedin's perturbation theorem for the singular vectors of matrices.
This implies a robust and computationally tractable estimation approach for
several popular latent variable models.
","Anima Anandkumar and Rong Ge and Daniel Hsu and Sham M. Kakade and
  Matus Telgarsky","Journal of Machine Learning Research, 15(Aug):2773-2832, 2014",Statistics,Statistics
2015,1412.6980,32,Adam: A Method for Stochastic Optimization,"  We introduce Adam, an algorithm for first-order gradient-based optimization
of stochastic objective functions, based on adaptive estimates of lower-order
moments. The method is straightforward to implement, is computationally
efficient, has little memory requirements, is invariant to diagonal rescaling
of the gradients, and is well suited for problems that are large in terms of
data and/or parameters. The method is also appropriate for non-stationary
objectives and problems with very noisy and/or sparse gradients. The
hyper-parameters have intuitive interpretations and typically require little
tuning. Some connections to related algorithms, on which Adam was inspired, are
discussed. We also analyze the theoretical convergence properties of the
algorithm and provide a regret bound on the convergence rate that is comparable
to the best known results under the online convex optimization framework.
Empirical results demonstrate that Adam works well in practice and compares
favorably to other stochastic optimization methods. Finally, we discuss AdaMax,
a variant of Adam based on the infinity norm.
",Diederik P. Kingma and Jimmy Ba,,Statistics,Statistics
2016,1412.6980,110,Adam: A Method for Stochastic Optimization,"  We introduce Adam, an algorithm for first-order gradient-based optimization
of stochastic objective functions, based on adaptive estimates of lower-order
moments. The method is straightforward to implement, is computationally
efficient, has little memory requirements, is invariant to diagonal rescaling
of the gradients, and is well suited for problems that are large in terms of
data and/or parameters. The method is also appropriate for non-stationary
objectives and problems with very noisy and/or sparse gradients. The
hyper-parameters have intuitive interpretations and typically require little
tuning. Some connections to related algorithms, on which Adam was inspired, are
discussed. We also analyze the theoretical convergence properties of the
algorithm and provide a regret bound on the convergence rate that is comparable
to the best known results under the online convex optimization framework.
Empirical results demonstrate that Adam works well in practice and compares
favorably to other stochastic optimization methods. Finally, we discuss AdaMax,
a variant of Adam based on the infinity norm.
",Diederik P. Kingma and Jimmy Ba,,Statistics,"Computer Science,Quantitative Biology,Statistics"
2017,1412.6980,449,Adam: A Method for Stochastic Optimization,"  We introduce Adam, an algorithm for first-order gradient-based optimization
of stochastic objective functions, based on adaptive estimates of lower-order
moments. The method is straightforward to implement, is computationally
efficient, has little memory requirements, is invariant to diagonal rescaling
of the gradients, and is well suited for problems that are large in terms of
data and/or parameters. The method is also appropriate for non-stationary
objectives and problems with very noisy and/or sparse gradients. The
hyper-parameters have intuitive interpretations and typically require little
tuning. Some connections to related algorithms, on which Adam was inspired, are
discussed. We also analyze the theoretical convergence properties of the
algorithm and provide a regret bound on the convergence rate that is comparable
to the best known results under the online convex optimization framework.
Empirical results demonstrate that Adam works well in practice and compares
favorably to other stochastic optimization methods. Finally, we discuss AdaMax,
a variant of Adam based on the infinity norm.
",Diederik P. Kingma and Jimmy Ba,,Statistics,"Mathematics,Computer Science,Quantitative Biology,Statistics,Electrical Engineering and Systems Science"
2018,1412.6980,1056,Adam: A Method for Stochastic Optimization,"  We introduce Adam, an algorithm for first-order gradient-based optimization
of stochastic objective functions, based on adaptive estimates of lower-order
moments. The method is straightforward to implement, is computationally
efficient, has little memory requirements, is invariant to diagonal rescaling
of the gradients, and is well suited for problems that are large in terms of
data and/or parameters. The method is also appropriate for non-stationary
objectives and problems with very noisy and/or sparse gradients. The
hyper-parameters have intuitive interpretations and typically require little
tuning. Some connections to related algorithms, on which Adam was inspired, are
discussed. We also analyze the theoretical convergence properties of the
algorithm and provide a regret bound on the convergence rate that is comparable
to the best known results under the online convex optimization framework.
Empirical results demonstrate that Adam works well in practice and compares
favorably to other stochastic optimization methods. Finally, we discuss AdaMax,
a variant of Adam based on the infinity norm.
",Diederik P. Kingma and Jimmy Ba,,Statistics,"Mathematics,Computer Science,Quantitative Biology,Statistics,Quantitative Finance,Electrical Engineering and Systems Science"
2019,1412.6980,1555,Adam: A Method for Stochastic Optimization,"  We introduce Adam, an algorithm for first-order gradient-based optimization
of stochastic objective functions, based on adaptive estimates of lower-order
moments. The method is straightforward to implement, is computationally
efficient, has little memory requirements, is invariant to diagonal rescaling
of the gradients, and is well suited for problems that are large in terms of
data and/or parameters. The method is also appropriate for non-stationary
objectives and problems with very noisy and/or sparse gradients. The
hyper-parameters have intuitive interpretations and typically require little
tuning. Some connections to related algorithms, on which Adam was inspired, are
discussed. We also analyze the theoretical convergence properties of the
algorithm and provide a regret bound on the convergence rate that is comparable
to the best known results under the online convex optimization framework.
Empirical results demonstrate that Adam works well in practice and compares
favorably to other stochastic optimization methods. Finally, we discuss AdaMax,
a variant of Adam based on the infinity norm.
",Diederik P. Kingma and Jimmy Ba,,Statistics,"Mathematics,Computer Science,Quantitative Biology,Statistics,Quantitative Finance,Electrical Engineering and Systems Science"
2020,1412.6980,277,Adam: A Method for Stochastic Optimization,"  We introduce Adam, an algorithm for first-order gradient-based optimization
of stochastic objective functions, based on adaptive estimates of lower-order
moments. The method is straightforward to implement, is computationally
efficient, has little memory requirements, is invariant to diagonal rescaling
of the gradients, and is well suited for problems that are large in terms of
data and/or parameters. The method is also appropriate for non-stationary
objectives and problems with very noisy and/or sparse gradients. The
hyper-parameters have intuitive interpretations and typically require little
tuning. Some connections to related algorithms, on which Adam was inspired, are
discussed. We also analyze the theoretical convergence properties of the
algorithm and provide a regret bound on the convergence rate that is comparable
to the best known results under the online convex optimization framework.
Empirical results demonstrate that Adam works well in practice and compares
favorably to other stochastic optimization methods. Finally, we discuss AdaMax,
a variant of Adam based on the infinity norm.
",Diederik P. Kingma and Jimmy Ba,,Statistics,"Physics,Mathematics,Computer Science,Quantitative Biology,Statistics,Electrical Engineering and Systems Science"
2016,1312.6114,56,Auto-Encoding Variational Bayes,"  How can we perform efficient inference and learning in directed probabilistic
models, in the presence of continuous latent variables with intractable
posterior distributions, and large datasets? We introduce a stochastic
variational inference and learning algorithm that scales to large datasets and,
under some mild differentiability conditions, even works in the intractable
case. Our contributions is two-fold. First, we show that a reparameterization
of the variational lower bound yields a lower bound estimator that can be
straightforwardly optimized using standard stochastic gradient methods. Second,
we show that for i.i.d. datasets with continuous latent variables per
datapoint, posterior inference can be made especially efficient by fitting an
approximate inference model (also called a recognition model) to the
intractable posterior using the proposed lower bound estimator. Theoretical
advantages are reflected in experimental results.
","Diederik P Kingma, Max Welling",,Statistics,Statistics
2017,1312.6114,151,Auto-Encoding Variational Bayes,"  How can we perform efficient inference and learning in directed probabilistic
models, in the presence of continuous latent variables with intractable
posterior distributions, and large datasets? We introduce a stochastic
variational inference and learning algorithm that scales to large datasets and,
under some mild differentiability conditions, even works in the intractable
case. Our contributions is two-fold. First, we show that a reparameterization
of the variational lower bound yields a lower bound estimator that can be
straightforwardly optimized using standard stochastic gradient methods. Second,
we show that for i.i.d. datasets with continuous latent variables per
datapoint, posterior inference can be made especially efficient by fitting an
approximate inference model (also called a recognition model) to the
intractable posterior using the proposed lower bound estimator. Theoretical
advantages are reflected in experimental results.
","Diederik P Kingma, Max Welling",,Statistics,Statistics
2018,1312.6114,378,Auto-Encoding Variational Bayes,"  How can we perform efficient inference and learning in directed probabilistic
models, in the presence of continuous latent variables with intractable
posterior distributions, and large datasets? We introduce a stochastic
variational inference and learning algorithm that scales to large datasets and,
under some mild differentiability conditions, even works in the intractable
case. Our contributions is two-fold. First, we show that a reparameterization
of the variational lower bound yields a lower bound estimator that can be
straightforwardly optimized using standard stochastic gradient methods. Second,
we show that for i.i.d. datasets with continuous latent variables per
datapoint, posterior inference can be made especially efficient by fitting an
approximate inference model (also called a recognition model) to the
intractable posterior using the proposed lower bound estimator. Theoretical
advantages are reflected in experimental results.
","Diederik P Kingma, Max Welling",,Statistics,"Quantitative Biology,Statistics"
2019,1312.6114,620,Auto-Encoding Variational Bayes,"  How can we perform efficient inference and learning in directed probabilistic
models, in the presence of continuous latent variables with intractable
posterior distributions, and large datasets? We introduce a stochastic
variational inference and learning algorithm that scales to large datasets and,
under some mild differentiability conditions, even works in the intractable
case. Our contributions is two-fold. First, we show that a reparameterization
of the variational lower bound yields a lower bound estimator that can be
straightforwardly optimized using standard stochastic gradient methods. Second,
we show that for i.i.d. datasets with continuous latent variables per
datapoint, posterior inference can be made especially efficient by fitting an
approximate inference model (also called a recognition model) to the
intractable posterior using the proposed lower bound estimator. Theoretical
advantages are reflected in experimental results.
","Diederik P Kingma, Max Welling",,Statistics,"Quantitative Biology,Statistics"
2020,1312.6114,91,Auto-Encoding Variational Bayes,"  How can we perform efficient inference and learning in directed probabilistic
models, in the presence of continuous latent variables with intractable
posterior distributions, and large datasets? We introduce a stochastic
variational inference and learning algorithm that scales to large datasets and,
under some mild differentiability conditions, even works in the intractable
case. Our contributions is two-fold. First, we show that a reparameterization
of the variational lower bound yields a lower bound estimator that can be
straightforwardly optimized using standard stochastic gradient methods. Second,
we show that for i.i.d. datasets with continuous latent variables per
datapoint, posterior inference can be made especially efficient by fitting an
approximate inference model (also called a recognition model) to the
intractable posterior using the proposed lower bound estimator. Theoretical
advantages are reflected in experimental results.
","Diederik P Kingma, Max Welling",,Statistics,Statistics
2016,1512.03385,53,Deep Residual Learning for Image Recognition,"  Deeper neural networks are more difficult to train. We present a residual
learning framework to ease the training of networks that are substantially
deeper than those used previously. We explicitly reformulate the layers as
learning residual functions with reference to the layer inputs, instead of
learning unreferenced functions. We provide comprehensive empirical evidence
showing that these residual networks are easier to optimize, and can gain
accuracy from considerably increased depth. On the ImageNet dataset we evaluate
residual nets with a depth of up to 152 layers---8x deeper than VGG nets but
still having lower complexity. An ensemble of these residual nets achieves
3.57% error on the ImageNet test set. This result won the 1st place on the
ILSVRC 2015 classification task. We also present analysis on CIFAR-10 with 100
and 1000 layers.
  The depth of representations is of central importance for many visual
recognition tasks. Solely due to our extremely deep representations, we obtain
a 28% relative improvement on the COCO object detection dataset. Deep residual
nets are foundations of our submissions to ILSVRC & COCO 2015 competitions,
where we also won the 1st places on the tasks of ImageNet detection, ImageNet
localization, COCO detection, and COCO segmentation.
","Kaiming He, Xiangyu Zhang, Shaoqing Ren, Jian Sun",,Statistics,"Computer Science,Statistics"
2017,1409.1556,137,Very Deep Convolutional Networks for Large-Scale Image Recognition,"  In this work we investigate the effect of the convolutional network depth on
its accuracy in the large-scale image recognition setting. Our main
contribution is a thorough evaluation of networks of increasing depth using an
architecture with very small (3x3) convolution filters, which shows that a
significant improvement on the prior-art configurations can be achieved by
pushing the depth to 16-19 weight layers. These findings were the basis of our
ImageNet Challenge 2014 submission, where our team secured the first and the
second places in the localisation and classification tracks respectively. We
also show that our representations generalise well to other datasets, where
they achieve state-of-the-art results. We have made our two best-performing
ConvNet models publicly available to facilitate further research on the use of
deep visual representations in computer vision.
","Karen Simonyan, Andrew Zisserman",,Statistics,"Computer Science,Quantitative Biology,Statistics,Electrical Engineering and Systems Science"
2018,1409.1556,403,Very Deep Convolutional Networks for Large-Scale Image Recognition,"  In this work we investigate the effect of the convolutional network depth on
its accuracy in the large-scale image recognition setting. Our main
contribution is a thorough evaluation of networks of increasing depth using an
architecture with very small (3x3) convolution filters, which shows that a
significant improvement on the prior-art configurations can be achieved by
pushing the depth to 16-19 weight layers. These findings were the basis of our
ImageNet Challenge 2014 submission, where our team secured the first and the
second places in the localisation and classification tracks respectively. We
also show that our representations generalise well to other datasets, where
they achieve state-of-the-art results. We have made our two best-performing
ConvNet models publicly available to facilitate further research on the use of
deep visual representations in computer vision.
","Karen Simonyan, Andrew Zisserman",,Statistics,"Computer Science,Quantitative Biology,Statistics,Electrical Engineering and Systems Science"
2019,1409.1556,509,Very Deep Convolutional Networks for Large-Scale Image Recognition,"  In this work we investigate the effect of the convolutional network depth on
its accuracy in the large-scale image recognition setting. Our main
contribution is a thorough evaluation of networks of increasing depth using an
architecture with very small (3x3) convolution filters, which shows that a
significant improvement on the prior-art configurations can be achieved by
pushing the depth to 16-19 weight layers. These findings were the basis of our
ImageNet Challenge 2014 submission, where our team secured the first and the
second places in the localisation and classification tracks respectively. We
also show that our representations generalise well to other datasets, where
they achieve state-of-the-art results. We have made our two best-performing
ConvNet models publicly available to facilitate further research on the use of
deep visual representations in computer vision.
","Karen Simonyan, Andrew Zisserman",,Statistics,"Computer Science,Quantitative Biology,Statistics,Electrical Engineering and Systems Science"
2020,1412.6572,77,Explaining and Harnessing Adversarial Examples,"  Several machine learning models, including neural networks, consistently
misclassify adversarial examples---inputs formed by applying small but
intentionally worst-case perturbations to examples from the dataset, such that
the perturbed input results in the model outputting an incorrect answer with
high confidence. Early attempts at explaining this phenomenon focused on
nonlinearity and overfitting. We argue instead that the primary cause of neural
networks' vulnerability to adversarial perturbation is their linear nature.
This explanation is supported by new quantitative results while giving the
first explanation of the most intriguing fact about them: their generalization
across architectures and training sets. Moreover, this view yields a simple and
fast method of generating adversarial examples. Using this approach to provide
examples for adversarial training, we reduce the test set error of a maxout
network on the MNIST dataset.
","Ian J. Goodfellow, Jonathon Shlens, Christian Szegedy",,Statistics,Statistics
2018,1412.6980,18,Adam: A Method for Stochastic Optimization,"  We introduce Adam, an algorithm for first-order gradient-based optimization
of stochastic objective functions, based on adaptive estimates of lower-order
moments. The method is straightforward to implement, is computationally
efficient, has little memory requirements, is invariant to diagonal rescaling
of the gradients, and is well suited for problems that are large in terms of
data and/or parameters. The method is also appropriate for non-stationary
objectives and problems with very noisy and/or sparse gradients. The
hyper-parameters have intuitive interpretations and typically require little
tuning. Some connections to related algorithms, on which Adam was inspired, are
discussed. We also analyze the theoretical convergence properties of the
algorithm and provide a regret bound on the convergence rate that is comparable
to the best known results under the online convex optimization framework.
Empirical results demonstrate that Adam works well in practice and compares
favorably to other stochastic optimization methods. Finally, we discuss AdaMax,
a variant of Adam based on the infinity norm.
",Diederik P. Kingma and Jimmy Ba,,Quantitative Finance,"Mathematics,Computer Science,Quantitative Biology,Statistics,Quantitative Finance,Electrical Engineering and Systems Science"
2019,1412.6980,33,Adam: A Method for Stochastic Optimization,"  We introduce Adam, an algorithm for first-order gradient-based optimization
of stochastic objective functions, based on adaptive estimates of lower-order
moments. The method is straightforward to implement, is computationally
efficient, has little memory requirements, is invariant to diagonal rescaling
of the gradients, and is well suited for problems that are large in terms of
data and/or parameters. The method is also appropriate for non-stationary
objectives and problems with very noisy and/or sparse gradients. The
hyper-parameters have intuitive interpretations and typically require little
tuning. Some connections to related algorithms, on which Adam was inspired, are
discussed. We also analyze the theoretical convergence properties of the
algorithm and provide a regret bound on the convergence rate that is comparable
to the best known results under the online convex optimization framework.
Empirical results demonstrate that Adam works well in practice and compares
favorably to other stochastic optimization methods. Finally, we discuss AdaMax,
a variant of Adam based on the infinity norm.
",Diederik P. Kingma and Jimmy Ba,,Quantitative Finance,"Mathematics,Computer Science,Quantitative Biology,Statistics,Quantitative Finance,Electrical Engineering and Systems Science"
